Gate_ID,Material,Location,Height (ft),Width (ft),Opening_Mechanism,Security_Features,Use_Case,Budget,Climate_Suitability,Parking_Space,Cable_Layout,Storage_Space
7195,Glass,Indoor,5.7,12.8,Folding,Simple Latch,Residential,High,Cold,Yes,Overhead,Medium
7196,Composite,Indoor,7.0,9.6,Automatic,Advanced Lock,Industrial,Medium,Hot,Yes,Underground,Small
7197,Metal,Outdoor,5.5,16.2,Swinging,Reinforced,Commercial,High,Humid,No,Overhead,Small
7198,Metal,Indoor,7.7,5.2,Sliding,Simple Latch,Residential,Low,Cold,Yes,None,Medium
7199,Composite,Indoor,5.5,10.4,Automatic,Reinforced,Commercial,High,Humid,Yes,Underground,None
7200,Glass,Indoor,9.0,14.9,Swinging,Standard Lock,Commercial,High,Cold,No,Underground,Large
7201,Wood,Outdoor,7.8,9.9,Sliding,Reinforced,Commercial,Medium,Humid,Yes,Overhead,Medium
7202,Glass,Indoor,8.6,4.0,Sliding,Reinforced,Commercial,High,Humid,Yes,None,Medium
7203,Wood,Indoor,7.1,15.0,Swinging,Advanced Lock,Commercial,High,Hot,No,Overhead,Large
7204,Composite,Outdoor,6.9,11.6,Sliding,Reinforced,Residential,Low,Hot,Yes,None,Small
7205,Composite,Indoor,5.5,3.2,Swinging,Reinforced,Commercial,Medium,All,Yes,None,Small
7206,Metal,Outdoor,7.6,13.4,Swinging,Standard Lock,Residential,High,Hot,No,None,Small
7207,Wood,Outdoor,7.6,18.6,Automatic,Standard Lock,Residential,High,All,No,Underground,None
7208,Glass,Outdoor,7.3,4.9,Folding,Standard Lock,Residential,Low,Hot,Yes,Overhead,Large
7209,Composite,Outdoor,8.7,13.0,Swinging,Advanced Lock,Commercial,Low,Humid,No,Underground,Small
7210,Glass,Indoor,9.2,15.4,Automatic,Standard Lock,Commercial,Medium,All,No,Underground,None
7211,Metal,Outdoor,8.8,4.2,Sliding,Standard Lock,Residential,Medium,Hot,Yes,Underground,Small
7212,Wood,Outdoor,5.7,3.4,Automatic,Reinforced,Commercial,Medium,Cold,Yes,None,None
7213,Wood,Indoor,8.1,10.9,Swinging,Reinforced,Residential,Low,Hot,Yes,None,None
7214,Composite,Indoor,5.4,16.5,Automatic,Advanced Lock,Commercial,Low,Hot,No,None,Small
7215,Wood,Indoor,8.5,5.7,Folding,Standard Lock,Commercial,Low,Cold,Yes,None,None
7216,Composite,Outdoor,6.9,17.2,Sliding,Simple Latch,Residential,Low,Hot,No,None,Large
7217,Metal,Indoor,5.7,14.2,Automatic,Reinforced,Commercial,Medium,All,No,None,Large
7218,Wood,Outdoor,9.3,8.6,Sliding,Simple Latch,Residential,Medium,Hot,No,Underground,Small
7219,Composite,Outdoor,8.1,11.8,Swinging,Simple Latch,Residential,Medium,Hot,No,None,Medium
7220,Glass,Indoor,6.8,19.4,Folding,Standard Lock,Commercial,Low,Cold,Yes,Overhead,None
7221,Composite,Indoor,5.2,6.7,Folding,Simple Latch,Commercial,Low,Cold,Yes,None,Medium
7222,Wood,Indoor,7.7,11.5,Automatic,Advanced Lock,Residential,Low,Hot,No,Underground,Small
7223,Metal,Indoor,9.6,13.6,Sliding,Advanced Lock,Residential,Low,Cold,No,Overhead,Large
7224,Wood,Indoor,8.0,5.3,Sliding,Reinforced,Residential,High,Humid,No,Underground,Small
7225,Wood,Indoor,9.9,3.7,Automatic,Simple Latch,Industrial,Medium,Cold,No,Underground,Small
7226,Composite,Outdoor,5.7,3.2,Automatic,Advanced Lock,Commercial,Medium,All,No,Overhead,None
7227,Glass,Outdoor,7.8,8.5,Automatic,Advanced Lock,Industrial,High,Hot,Yes,None,None
7228,Wood,Indoor,9.0,4.3,Automatic,Simple Latch,Residential,Medium,Cold,Yes,Underground,Medium
7229,Glass,Outdoor,7.6,16.7,Folding,Advanced Lock,Industrial,Low,Hot,No,Underground,Medium
7230,Composite,Outdoor,5.5,20.0,Automatic,Simple Latch,Residential,Medium,All,Yes,Overhead,Small
7231,Glass,Outdoor,7.9,4.0,Sliding,Advanced Lock,Industrial,Low,Humid,No,None,None
7232,Composite,Outdoor,8.1,10.4,Swinging,Simple Latch,Industrial,Low,Humid,Yes,Overhead,Small
7233,Metal,Outdoor,8.6,3.4,Sliding,Advanced Lock,Commercial,Low,Hot,Yes,Overhead,None
7234,Glass,Outdoor,8.8,5.3,Automatic,Advanced Lock,Commercial,High,Cold,No,Underground,Large
7235,Glass,Indoor,8.9,8.5,Folding,Advanced Lock,Industrial,Medium,Humid,Yes,None,None
7236,Metal,Indoor,8.3,9.7,Automatic,Standard Lock,Residential,Low,Hot,Yes,Underground,Medium
7237,Glass,Indoor,6.1,19.0,Swinging,Standard Lock,Commercial,Medium,Hot,No,None,Small
7238,Metal,Outdoor,7.0,9.7,Automatic,Advanced Lock,Industrial,High,Humid,Yes,Overhead,None
7239,Wood,Indoor,8.9,11.4,Swinging,Standard Lock,Residential,Medium,Hot,No,None,Medium
7240,Composite,Indoor,9.8,7.2,Automatic,Simple Latch,Commercial,Medium,Humid,No,Underground,Medium
7241,Metal,Indoor,5.4,3.0,Folding,Standard Lock,Industrial,Medium,Humid,No,None,Small
7242,Glass,Outdoor,7.7,18.3,Sliding,Reinforced,Residential,Medium,Cold,Yes,None,Medium
7243,Metal,Indoor,6.6,4.4,Swinging,Reinforced,Residential,High,Hot,No,Underground,Small
7244,Glass,Outdoor,6.1,19.4,Sliding,Advanced Lock,Industrial,Medium,Humid,No,Underground,Small
7245,Wood,Indoor,7.5,5.2,Automatic,Standard Lock,Residential,Low,Humid,No,Underground,None
7246,Metal,Indoor,8.0,13.3,Sliding,Reinforced,Industrial,High,Cold,No,Overhead,Large
7247,Wood,Indoor,5.0,20.0,Folding,Advanced Lock,Residential,Medium,Humid,No,Underground,None
7248,Composite,Outdoor,8.9,5.4,Folding,Reinforced,Industrial,Medium,Cold,Yes,Overhead,Medium
7249,Glass,Outdoor,9.1,10.2,Sliding,Advanced Lock,Commercial,Low,Humid,No,None,Large
7250,Glass,Outdoor,9.8,16.3,Sliding,Reinforced,Residential,High,Hot,No,None,Medium
7251,Wood,Outdoor,5.9,3.5,Folding,Reinforced,Industrial,High,Hot,Yes,Underground,Large
7252,Composite,Outdoor,8.0,14.7,Swinging,Standard Lock,Industrial,Low,Hot,Yes,Overhead,Small
7253,Metal,Indoor,7.1,4.4,Swinging,Advanced Lock,Residential,Medium,Cold,No,Overhead,Medium
7254,Metal,Indoor,6.7,7.0,Folding,Reinforced,Commercial,Medium,Hot,No,Overhead,Large
7255,Glass,Outdoor,7.8,5.7,Folding,Advanced Lock,Industrial,High,Cold,Yes,Underground,None
7256,Wood,Outdoor,8.9,18.4,Swinging,Standard Lock,Commercial,High,All,No,Underground,Small
7257,Wood,Indoor,5.1,6.1,Sliding,Reinforced,Residential,Medium,Cold,Yes,Overhead,Small
7258,Metal,Outdoor,9.8,3.7,Sliding,Simple Latch,Commercial,Low,All,Yes,None,Medium
7259,Composite,Indoor,9.0,13.0,Automatic,Simple Latch,Residential,Low,Cold,No,None,Medium
7260,Composite,Outdoor,8.8,8.9,Swinging,Simple Latch,Industrial,Medium,Humid,Yes,Underground,Large
7261,Metal,Indoor,8.8,9.9,Folding,Advanced Lock,Commercial,Low,Cold,No,Underground,Small
7262,Metal,Outdoor,6.9,5.0,Automatic,Standard Lock,Residential,High,Humid,Yes,Overhead,Small
7263,Wood,Outdoor,8.8,15.7,Sliding,Advanced Lock,Industrial,Medium,Cold,No,Overhead,Medium
7264,Composite,Indoor,6.9,13.2,Swinging,Advanced Lock,Commercial,Low,Cold,Yes,Overhead,Small
7265,Metal,Indoor,9.5,9.2,Automatic,Simple Latch,Residential,Low,All,Yes,None,None
7266,Metal,Outdoor,5.9,5.9,Sliding,Standard Lock,Commercial,High,All,Yes,Overhead,Large
7267,Glass,Outdoor,6.5,13.1,Folding,Reinforced,Industrial,High,Humid,Yes,Overhead,Small
7268,Metal,Indoor,7.8,16.2,Sliding,Advanced Lock,Industrial,Medium,Humid,Yes,Underground,Small
7269,Metal,Outdoor,6.6,8.3,Sliding,Simple Latch,Residential,High,Hot,Yes,Underground,Small
7270,Composite,Indoor,7.1,3.4,Swinging,Advanced Lock,Commercial,High,Hot,Yes,Overhead,Large
7271,Wood,Indoor,7.5,6.6,Folding,Advanced Lock,Commercial,Medium,All,Yes,Underground,Medium
7272,Composite,Outdoor,9.3,14.6,Swinging,Standard Lock,Industrial,Low,Humid,Yes,Overhead,None
7273,Wood,Indoor,7.6,19.8,Folding,Reinforced,Commercial,High,Hot,Yes,Overhead,Medium
7274,Glass,Indoor,6.8,3.2,Automatic,Advanced Lock,Commercial,Medium,Humid,Yes,Overhead,Small
7275,Metal,Outdoor,6.2,8.2,Sliding,Advanced Lock,Commercial,High,All,Yes,Underground,None
7276,Glass,Indoor,7.0,4.1,Swinging,Reinforced,Residential,High,Humid,No,Overhead,Small
7277,Wood,Indoor,7.6,8.4,Folding,Standard Lock,Industrial,Low,All,No,Underground,Large
7278,Composite,Indoor,8.7,9.9,Swinging,Advanced Lock,Residential,High,Hot,Yes,None,Large
7279,Composite,Indoor,5.6,18.7,Sliding,Standard Lock,Industrial,High,Humid,Yes,None,Large
7280,Glass,Outdoor,6.1,4.4,Sliding,Standard Lock,Residential,High,Humid,No,Underground,Small
7281,Wood,Indoor,6.9,16.2,Automatic,Advanced Lock,Residential,Low,Hot,Yes,None,Medium
7282,Glass,Outdoor,6.8,9.7,Folding,Reinforced,Residential,High,Cold,Yes,None,Medium
7283,Glass,Indoor,7.0,16.8,Folding,Advanced Lock,Commercial,Medium,Cold,Yes,None,Small
7284,Metal,Outdoor,9.0,11.7,Automatic,Advanced Lock,Industrial,Medium,All,No,Overhead,Small
7285,Glass,Indoor,6.6,3.7,Automatic,Simple Latch,Residential,Low,Humid,Yes,None,None
7286,Metal,Outdoor,7.5,19.1,Folding,Reinforced,Commercial,Low,Hot,No,Overhead,Large
7287,Metal,Indoor,8.1,4.4,Folding,Simple Latch,Residential,Low,All,Yes,Underground,Medium
7288,Composite,Indoor,6.2,13.2,Swinging,Reinforced,Commercial,High,Hot,No,Underground,Medium
7289,Metal,Indoor,8.6,17.9,Folding,Advanced Lock,Residential,Low,Cold,No,None,None
7290,Metal,Indoor,7.7,4.4,Swinging,Standard Lock,Industrial,Medium,Humid,Yes,Overhead,None
7291,Composite,Outdoor,7.2,12.4,Swinging,Simple Latch,Industrial,Medium,All,No,Underground,Small
7292,Glass,Outdoor,9.0,17.0,Swinging,Simple Latch,Residential,High,Cold,No,Underground,Small
7293,Wood,Indoor,6.2,19.8,Swinging,Simple Latch,Residential,High,Cold,Yes,Overhead,Small
7294,Wood,Outdoor,9.4,15.3,Sliding,Simple Latch,Residential,High,Humid,No,None,Large
7295,Wood,Indoor,7.8,7.7,Automatic,Reinforced,Residential,High,Humid,Yes,Underground,Medium
7296,Glass,Indoor,8.0,14.9,Automatic,Standard Lock,Commercial,Medium,Humid,Yes,None,None
7297,Metal,Outdoor,9.4,15.0,Folding,Standard Lock,Industrial,Medium,Humid,No,None,Medium
7298,Wood,Outdoor,9.1,14.9,Automatic,Advanced Lock,Commercial,Low,All,No,Overhead,Small
7299,Glass,Outdoor,8.0,17.5,Automatic,Advanced Lock,Industrial,High,Humid,No,None,Large
7300,Metal,Indoor,8.8,4.5,Sliding,Simple Latch,Residential,Medium,All,No,Underground,Medium
7301,Composite,Indoor,7.2,4.8,Swinging,Advanced Lock,Industrial,Medium,Humid,Yes,Overhead,Small
7302,Wood,Outdoor,7.7,13.9,Swinging,Advanced Lock,Residential,Low,All,Yes,None,None
7303,Metal,Indoor,5.3,19.2,Swinging,Reinforced,Residential,Medium,All,Yes,Overhead,Small
7304,Wood,Outdoor,5.4,10.9,Automatic,Advanced Lock,Commercial,Medium,Humid,No,Overhead,Small
7305,Wood,Outdoor,9.1,19.3,Automatic,Advanced Lock,Industrial,High,Hot,No,Overhead,Medium
7306,Wood,Outdoor,5.3,18.9,Folding,Advanced Lock,Commercial,Low,All,No,None,Large
7307,Metal,Outdoor,5.8,18.3,Sliding,Standard Lock,Commercial,High,All,No,Overhead,None
7308,Glass,Outdoor,9.0,18.5,Sliding,Standard Lock,Commercial,High,Hot,Yes,None,None
7309,Metal,Outdoor,5.0,18.3,Folding,Advanced Lock,Commercial,Low,All,No,Overhead,None
7310,Wood,Indoor,6.4,16.9,Folding,Simple Latch,Industrial,Low,Cold,Yes,None,Large
7311,Metal,Indoor,7.9,14.8,Folding,Standard Lock,Industrial,High,Cold,Yes,Overhead,None
7312,Composite,Outdoor,8.0,3.4,Swinging,Reinforced,Commercial,High,Hot,No,None,Small
7313,Glass,Outdoor,8.9,5.2,Swinging,Reinforced,Industrial,High,Hot,No,Underground,Large
7314,Metal,Outdoor,7.5,5.3,Swinging,Reinforced,Residential,High,Humid,Yes,Underground,None
7315,Composite,Indoor,7.5,3.4,Swinging,Advanced Lock,Industrial,Low,All,No,Overhead,Large
7316,Glass,Outdoor,8.6,5.0,Folding,Simple Latch,Commercial,Medium,Cold,No,Underground,Small
7317,Composite,Outdoor,7.5,18.6,Folding,Reinforced,Residential,Low,Hot,No,None,Medium
7318,Glass,Outdoor,8.0,14.3,Folding,Simple Latch,Residential,Medium,Humid,No,Underground,Large
7319,Metal,Indoor,9.5,8.3,Swinging,Reinforced,Residential,Low,Hot,Yes,None,Medium
7320,Composite,Outdoor,7.0,16.5,Swinging,Simple Latch,Residential,High,Cold,No,None,Large
7321,Wood,Indoor,6.9,11.3,Automatic,Advanced Lock,Residential,Medium,Hot,Yes,Underground,Small
7322,Composite,Indoor,5.0,5.4,Folding,Advanced Lock,Commercial,Low,Hot,Yes,Underground,Medium
7323,Glass,Outdoor,8.1,18.0,Sliding,Reinforced,Commercial,Low,All,No,None,None
7324,Metal,Indoor,5.1,8.8,Sliding,Reinforced,Residential,Low,Cold,No,Underground,None
7325,Glass,Indoor,7.5,14.9,Automatic,Standard Lock,Commercial,High,All,No,Underground,Medium
7326,Composite,Indoor,9.0,7.9,Swinging,Reinforced,Industrial,Low,Hot,No,Overhead,Large
7327,Composite,Outdoor,7.7,11.5,Folding,Standard Lock,Commercial,Low,Cold,No,None,Medium
7328,Wood,Indoor,6.3,16.9,Swinging,Standard Lock,Industrial,High,Humid,Yes,Overhead,None
7329,Metal,Outdoor,8.9,5.7,Swinging,Advanced Lock,Commercial,Medium,All,No,None,Large
7330,Metal,Outdoor,6.3,19.6,Sliding,Advanced Lock,Industrial,Medium,All,Yes,Underground,Medium
7331,Composite,Outdoor,8.7,4.2,Sliding,Standard Lock,Industrial,High,Humid,No,None,Large
7332,Metal,Indoor,8.1,12.1,Folding,Reinforced,Residential,Medium,Hot,Yes,Underground,Large
7333,Wood,Outdoor,5.8,18.6,Folding,Standard Lock,Commercial,Low,Humid,Yes,Overhead,Small
7334,Glass,Indoor,9.5,19.1,Swinging,Reinforced,Residential,Low,Cold,Yes,None,Small
7335,Metal,Indoor,6.0,6.9,Swinging,Advanced Lock,Industrial,Medium,All,Yes,Overhead,Large
7336,Composite,Indoor,9.9,5.4,Automatic,Reinforced,Commercial,Medium,Cold,Yes,None,None
7337,Glass,Indoor,5.0,15.3,Swinging,Standard Lock,Commercial,Medium,Hot,No,Overhead,None
7338,Glass,Outdoor,6.3,3.7,Automatic,Reinforced,Residential,High,Humid,No,Underground,Large
7339,Wood,Outdoor,6.0,11.2,Swinging,Standard Lock,Commercial,Medium,Cold,No,None,Large
7340,Composite,Indoor,5.1,16.5,Swinging,Reinforced,Commercial,High,All,No,Overhead,Small
7341,Metal,Outdoor,8.7,12.5,Swinging,Standard Lock,Commercial,Medium,Cold,Yes,Underground,None
7342,Composite,Outdoor,8.5,6.2,Folding,Advanced Lock,Industrial,High,All,Yes,Underground,Small
7343,Glass,Outdoor,9.0,11.3,Folding,Standard Lock,Residential,High,Hot,No,None,None
7344,Composite,Indoor,6.3,18.7,Folding,Advanced Lock,Industrial,Low,Humid,No,None,None
7345,Metal,Outdoor,7.2,13.5,Automatic,Standard Lock,Residential,Medium,Cold,No,None,Medium
7346,Metal,Indoor,8.3,15.3,Automatic,Standard Lock,Industrial,Low,Hot,No,Overhead,Large
7347,Wood,Outdoor,7.2,8.7,Folding,Simple Latch,Industrial,Low,Hot,Yes,Underground,Medium
7348,Metal,Indoor,8.5,6.2,Automatic,Simple Latch,Industrial,High,Cold,No,Underground,None
7349,Metal,Indoor,8.2,7.3,Folding,Simple Latch,Industrial,High,Cold,Yes,None,Small
7350,Composite,Indoor,5.6,12.1,Sliding,Simple Latch,Residential,High,All,No,Underground,Large
7351,Composite,Outdoor,8.9,7.8,Folding,Reinforced,Commercial,High,Hot,No,Underground,Medium
7352,Glass,Indoor,8.6,12.2,Sliding,Advanced Lock,Residential,Low,Humid,Yes,None,None
7353,Wood,Outdoor,8.3,15.0,Swinging,Advanced Lock,Commercial,High,Hot,Yes,Underground,None
7354,Composite,Indoor,5.8,15.5,Automatic,Simple Latch,Residential,Low,Humid,No,Underground,Medium
7355,Metal,Outdoor,6.3,5.8,Automatic,Reinforced,Residential,Low,Cold,Yes,None,Large
7356,Glass,Indoor,7.0,15.8,Folding,Standard Lock,Residential,Medium,All,No,Overhead,Medium
7357,Composite,Outdoor,6.4,14.4,Swinging,Standard Lock,Residential,Medium,All,Yes,None,Medium
7358,Wood,Indoor,6.1,3.2,Swinging,Advanced Lock,Industrial,High,Cold,Yes,Underground,Small
7359,Wood,Indoor,9.0,4.0,Swinging,Advanced Lock,Residential,Low,All,Yes,None,Small
7360,Glass,Indoor,8.2,14.0,Swinging,Reinforced,Residential,Low,Cold,Yes,None,Medium
7361,Glass,Outdoor,7.8,9.5,Automatic,Standard Lock,Commercial,Low,All,Yes,Underground,Medium
7362,Glass,Indoor,6.1,5.5,Folding,Reinforced,Industrial,Medium,Hot,Yes,Underground,None
7363,Glass,Indoor,9.6,3.8,Folding,Standard Lock,Industrial,Low,All,Yes,Overhead,Large
7364,Glass,Indoor,6.0,5.7,Sliding,Simple Latch,Residential,Low,Humid,Yes,Overhead,None
7365,Metal,Indoor,9.0,19.3,Automatic,Simple Latch,Residential,Low,Hot,No,Underground,Small
7366,Metal,Outdoor,9.8,15.4,Sliding,Reinforced,Industrial,Medium,All,No,Overhead,Large
7367,Composite,Indoor,8.6,12.0,Swinging,Advanced Lock,Industrial,High,Hot,No,Overhead,Large
7368,Wood,Indoor,10.0,19.0,Folding,Reinforced,Residential,High,Hot,No,None,Small
7369,Metal,Outdoor,8.3,13.5,Sliding,Reinforced,Residential,High,Humid,Yes,None,None
7370,Metal,Outdoor,6.1,15.3,Automatic,Standard Lock,Residential,Medium,Humid,Yes,Overhead,Medium
7371,Metal,Outdoor,6.0,7.8,Folding,Standard Lock,Commercial,Medium,Cold,No,None,Medium
7372,Composite,Indoor,6.6,13.0,Automatic,Standard Lock,Industrial,High,Hot,Yes,None,Large
7373,Glass,Outdoor,5.0,5.4,Folding,Standard Lock,Commercial,High,All,No,Underground,Large
7374,Composite,Outdoor,8.4,9.9,Automatic,Advanced Lock,Industrial,Medium,Humid,No,Overhead,Medium
7375,Wood,Outdoor,6.3,3.6,Automatic,Advanced Lock,Industrial,High,Hot,No,Overhead,Large
7376,Wood,Indoor,9.1,6.7,Folding,Simple Latch,Industrial,Low,Cold,No,Underground,Medium
7377,Wood,Indoor,6.8,4.3,Automatic,Reinforced,Industrial,Medium,Cold,Yes,Underground,Small
7378,Wood,Indoor,7.4,9.6,Automatic,Simple Latch,Industrial,High,Hot,Yes,Underground,Small
7379,Metal,Outdoor,9.8,17.3,Swinging,Standard Lock,Residential,High,Cold,No,None,Medium
7380,Metal,Indoor,6.2,9.4,Folding,Reinforced,Commercial,Medium,All,Yes,Underground,Large
7381,Composite,Outdoor,8.6,17.1,Sliding,Standard Lock,Commercial,Medium,All,Yes,Underground,Small
7382,Glass,Outdoor,8.8,14.2,Folding,Reinforced,Industrial,Low,All,Yes,Underground,Medium
7383,Wood,Outdoor,6.1,11.7,Folding,Advanced Lock,Commercial,Medium,All,No,Underground,Medium
7384,Composite,Indoor,7.5,7.0,Swinging,Standard Lock,Commercial,Medium,Humid,No,None,Large
7385,Metal,Outdoor,6.8,18.7,Sliding,Reinforced,Residential,Low,All,Yes,Overhead,Large
7386,Metal,Outdoor,8.9,3.9,Sliding,Reinforced,Industrial,High,Humid,Yes,Underground,None
7387,Glass,Indoor,8.1,14.7,Sliding,Standard Lock,Residential,Medium,Humid,Yes,Underground,Large
7388,Glass,Outdoor,7.4,13.6,Automatic,Advanced Lock,Commercial,High,Humid,No,Overhead,Small
7389,Glass,Outdoor,8.9,10.5,Automatic,Advanced Lock,Industrial,Low,Cold,No,Overhead,Small
7390,Composite,Outdoor,6.2,7.1,Automatic,Advanced Lock,Industrial,Medium,Humid,No,Underground,Small
7391,Metal,Indoor,8.8,10.3,Sliding,Reinforced,Industrial,Low,Cold,Yes,Underground,Medium
7392,Metal,Outdoor,9.3,17.8,Folding,Advanced Lock,Industrial,High,All,Yes,Overhead,Medium
7393,Glass,Indoor,9.4,17.2,Folding,Reinforced,Industrial,Low,Cold,No,Underground,Medium
7394,Wood,Indoor,8.9,19.0,Sliding,Simple Latch,Industrial,Medium,Hot,No,None,Small
7395,Glass,Outdoor,7.0,8.2,Sliding,Advanced Lock,Residential,Medium,Cold,No,Underground,None
7396,Composite,Outdoor,9.9,9.6,Swinging,Standard Lock,Residential,High,Hot,No,Underground,Medium
7397,Glass,Outdoor,6.9,3.3,Automatic,Standard Lock,Commercial,High,Cold,No,None,None
7398,Glass,Outdoor,8.2,19.0,Automatic,Standard Lock,Industrial,High,Humid,Yes,Overhead,Medium
7399,Composite,Indoor,5.8,8.6,Automatic,Standard Lock,Industrial,High,Hot,No,Overhead,Small
7400,Glass,Indoor,9.9,9.9,Swinging,Simple Latch,Residential,Medium,Cold,Yes,Overhead,None
7401,Metal,Outdoor,8.5,18.4,Swinging,Simple Latch,Commercial,Medium,All,No,Underground,Medium
7402,Wood,Indoor,8.8,12.0,Swinging,Advanced Lock,Commercial,Medium,Cold,Yes,Overhead,Small
7403,Glass,Outdoor,5.3,12.6,Sliding,Advanced Lock,Industrial,Low,Hot,No,None,Medium
7404,Composite,Outdoor,8.8,6.0,Swinging,Standard Lock,Commercial,Low,All,No,None,Large
7405,Wood,Outdoor,8.9,11.5,Folding,Standard Lock,Commercial,High,Hot,Yes,Underground,Small
7406,Composite,Outdoor,8.4,18.6,Sliding,Standard Lock,Industrial,High,Humid,No,Overhead,Medium
7407,Wood,Indoor,6.5,12.5,Sliding,Reinforced,Industrial,High,Humid,No,Overhead,None
7408,Wood,Indoor,7.4,7.3,Automatic,Advanced Lock,Industrial,Medium,Cold,No,None,Medium
7409,Glass,Outdoor,5.6,3.5,Automatic,Standard Lock,Residential,Low,Cold,No,Overhead,None
7410,Metal,Outdoor,7.4,8.7,Swinging,Standard Lock,Industrial,High,Cold,No,None,Large
7411,Glass,Indoor,6.2,12.7,Folding,Standard Lock,Commercial,High,Cold,No,Underground,Large
7412,Composite,Indoor,6.7,3.7,Sliding,Simple Latch,Residential,Medium,Hot,Yes,None,None
7413,Composite,Indoor,5.8,13.4,Sliding,Simple Latch,Commercial,Low,Hot,No,Overhead,Medium
7414,Wood,Outdoor,6.2,11.9,Sliding,Simple Latch,Residential,High,Cold,No,None,None
7415,Wood,Indoor,5.4,16.3,Automatic,Reinforced,Industrial,High,Cold,Yes,Overhead,Large
7416,Metal,Outdoor,9.6,3.5,Automatic,Reinforced,Commercial,High,Humid,Yes,Underground,Large
7417,Glass,Outdoor,7.7,16.3,Folding,Advanced Lock,Residential,High,Cold,Yes,None,Large
7418,Composite,Indoor,7.0,11.9,Automatic,Standard Lock,Commercial,Low,Humid,Yes,Underground,None
7419,Wood,Outdoor,7.7,9.3,Folding,Advanced Lock,Industrial,Low,Humid,No,Underground,Large
7420,Metal,Indoor,8.1,19.4,Automatic,Advanced Lock,Residential,High,Cold,Yes,None,Medium
7421,Composite,Outdoor,9.6,5.7,Folding,Simple Latch,Commercial,Medium,Hot,Yes,None,None
7422,Wood,Outdoor,5.9,12.2,Automatic,Standard Lock,Residential,High,Humid,No,None,Large
7423,Composite,Outdoor,6.5,8.5,Automatic,Simple Latch,Industrial,Medium,Humid,Yes,Underground,None
7424,Metal,Outdoor,9.9,12.0,Swinging,Simple Latch,Residential,High,Cold,No,None,Large
7425,Metal,Outdoor,6.9,12.4,Swinging,Standard Lock,Residential,High,Hot,No,Overhead,Small
7426,Composite,Outdoor,5.1,4.5,Swinging,Advanced Lock,Commercial,Medium,All,No,Overhead,Large
7427,Glass,Indoor,5.7,14.2,Folding,Advanced Lock,Residential,High,Humid,Yes,Overhead,Medium
7428,Composite,Indoor,5.1,13.8,Folding,Simple Latch,Industrial,Low,Cold,No,Overhead,Small
7429,Wood,Outdoor,9.9,16.1,Folding,Standard Lock,Commercial,Medium,Hot,Yes,Underground,None
7430,Glass,Indoor,6.4,4.5,Folding,Advanced Lock,Residential,Low,Hot,Yes,Underground,Large
